010,20081019222847,0,39.136658,117.218035,2008-10-19 22:28:47,taxi
010,20081019222847,1,39.13672,117.217999,2008-10-19 22:28:48,taxi
010,20081019222847,2,39.136778,117.217979,2008-10-19 22:28:49,taxi
010,20081019222847,3,39.136841,117.217964,2008-10-19 22:28:50,taxi
010,20081019222847,4,39.136878,117.217895,2008-10-19 22:28:51,taxi
010,20081019222847,5,39.13695,117.217861,2008-10-19 22:28:52,taxi
010,20081019222847,6,39.137023,117.217803,2008-10-19 22:28:53,taxi
010,20081019222847,7,39.137095,117.217758,2008-10-19 22:28:54,taxi
010,20081019222847,8,39.137185,117.217716,2008-10-19 22:28:55,taxi
010,20081019222847,9,39.13737,117.217626,2008-10-19 22:28:57,taxi
010,20081019222847,10,39.137458,117.217563,2008-10-19 22:28:58,taxi
010,20081019222847,11,39.137556,117.217513,2008-10-19 22:28:59,taxi
010,20081019222847,12,39.137656,117.217461,2008-10-19 22:29:00,taxi
010,20081019222847,13,39.13776,117.21741,2008-10-19 22:29:01,taxi
010,20081019222847,14,39.137866,117.217354,2008-10-19 22:29:02,taxi
010,20081019222847,15,39.137961,117.217296,2008-10-19 22:29:03,taxi
010,20081019222847,16,39.138053,117.217238,2008-10-19 22:29:04,taxi
010,20081019222847,17,39.138143,117.217181,2008-10-19 22:29:05,taxi
010,20081019222847,18,39.138299,117.217074,2008-10-19 22:29:07,taxi
010,20081019222847,19,39.138363,117.217018,2008-10-19 22:29:08,taxi
010,20081019222847,20,39.138421,117.216948,2008-10-19 22:29:09,taxi
010,20081019222847,21,39.138473,117.216878,2008-10-19 22:29:10,taxi
010,20081019222847,22,39.138511,117.216804,2008-10-19 22:29:11,taxi
010,20081019222847,23,39.138531,117.216718,2008-10-19 22:29:12,taxi
010,20081019222847,24,39.138536,117.216621,2008-10-19 22:29:13,taxi
010,20081019222847,25,39.138539,117.216513,2008-10-19 22:29:14,taxi
010,20081019222847,26,39.138523,117.216393,2008-10-19 22:29:15,taxi
