010,20081101040025,0,39.138894,117.199034,2008-11-01 04:00:25,train
010,20081101040025,1,39.138978,117.198961,2008-11-01 04:00:26,train
010,20081101040025,2,39.139063,117.198914,2008-11-01 04:00:27,train
010,20081101040025,3,39.139148,117.198849,2008-11-01 04:00:28,train
010,20081101040025,4,39.139315,117.198734,2008-11-01 04:00:30,train
010,20081101040025,5,39.139409,117.198681,2008-11-01 04:00:31,train
010,20081101040025,6,39.139511,117.198631,2008-11-01 04:00:32,train
010,20081101040025,7,39.139605,117.198578,2008-11-01 04:00:33,train
010,20081101040025,8,39.139705,117.198533,2008-11-01 04:00:34,train
010,20081101040025,9,39.139806,117.19849,2008-11-01 04:00:35,train
010,20081101040025,10,39.139909,117.198445,2008-11-01 04:00:36,train
010,20081101040025,11,39.140014,117.198398,2008-11-01 04:00:37,train
010,20081101040025,12,39.140098,117.198378,2008-11-01 04:00:38,train
010,20081101040025,13,39.140295,117.198325,2008-11-01 04:00:40,train
010,20081101040025,14,39.14039,117.198299,2008-11-01 04:00:41,train
010,20081101040025,15,39.140491,117.198279,2008-11-01 04:00:42,train
010,20081101040025,16,39.140593,117.19826,2008-11-01 04:00:43,train
010,20081101040025,17,39.14071,117.198236,2008-11-01 04:00:44,train
010,20081101040025,18,39.14081,117.198228,2008-11-01 04:00:45,train
010,20081101040025,19,39.140921,117.19821,2008-11-01 04:00:46,train
010,20081101040025,20,39.141023,117.198203,2008-11-01 04:00:47,train
010,20081101040025,21,39.141123,117.19821,2008-11-01 04:00:48,train
010,20081101040025,22,39.141323,117.198221,2008-11-01 04:00:50,train
010,20081101040025,23,39.141419,117.198228,2008-11-01 04:00:51,train
010,20081101040025,24,39.141528,117.198228,2008-11-01 04:00:52,train
010,20081101040025,25,39.141638,117.198229,2008-11-01 04:00:53,train
010,20081101040025,26,39.141746,117.198243,2008-11-01 04:00:54,train
010,20081101040025,27,39.141848,117.198263,2008-11-01 04:00:55,train
010,20081101040025,28,39.141958,117.198286,2008-11-01 04:00:56,train
010,20081101040025,29,39.142055,117.198318,2008-11-01 04:00:57,train
010,20081101040025,30,39.142156,117.198348,2008-11-01 04:00:58,train
010,20081101040025,31,39.142351,117.198418,2008-11-01 04:01:00,train
010,20081101040025,32,39.142453,117.198451,2008-11-01 04:01:01,train
010,20081101040025,33,39.142556,117.198484,2008-11-01 04:01:02,train
010,20081101040025,34,39.142659,117.198518,2008-11-01 04:01:03,train
010,20081101040025,35,39.142753,117.198556,2008-11-01 04:01:04,train
010,20081101040025,36,39.142848,117.19859,2008-11-01 04:01:05,train
010,20081101040025,37,39.142938,117.198638,2008-11-01 04:01:06,train
010,20081101040025,38,39.143026,117.198708,2008-11-01 04:01:07,train
010,20081101040025,39,39.143119,117.198784,2008-11-01 04:01:08,train
010,20081101040025,40,39.143276,117.198945,2008-11-01 04:01:10,train
010,20081101040025,41,39.143354,117.199031,2008-11-01 04:01:11,train
010,20081101040025,42,39.143425,117.199116,2008-11-01 04:01:12,train
010,20081101040025,43,39.143503,117.199201,2008-11-01 04:01:13,train
010,20081101040025,44,39.143576,117.199309,2008-11-01 04:01:14,train
010,20081101040025,45,39.14365,117.199396,2008-11-01 04:01:15,train
010,20081101040025,46,39.143716,117.199476,2008-11-01 04:01:16,train
010,20081101040025,47,39.14378,117.199568,2008-11-01 04:01:17,train
010,20081101040025,48,39.143846,117.199663,2008-11-01 04:01:18,train
010,20081101040025,49,39.143966,117.199873,2008-11-01 04:01:20,train
010,20081101040025,50,39.144023,117.199969,2008-11-01 04:01:21,train
010,20081101040025,51,39.144081,117.200074,2008-11-01 04:01:22,train
010,20081101040025,52,39.144139,117.200178,2008-11-01 04:01:23,train
010,20081101040025,53,39.144193,117.200288,2008-11-01 04:01:24,train
010,20081101040025,54,39.144243,117.200393,2008-11-01 04:01:25,train
010,20081101040025,55,39.144294,117.200501,2008-11-01 04:01:26,train
010,20081101040025,56,39.14434,117.200611,2008-11-01 04:01:27,train
010,20081101040025,57,39.144381,117.200719,2008-11-01 04:01:28,train
010,20081101040025,58,39.144461,117.200948,2008-11-01 04:01:30,train
010,20081101040025,59,39.144503,117.201061,2008-11-01 04:01:31,train
010,20081101040025,60,39.144543,117.201173,2008-11-01 04:01:32,train
010,20081101040025,61,39.144579,117.201286,2008-11-01 04:01:33,train
010,20081101040025,62,39.144616,117.201404,2008-11-01 04:01:34,train
010,20081101040025,63,39.144656,117.201531,2008-11-01 04:01:35,train
010,20081101040025,64,39.144694,117.201661,2008-11-01 04:01:36,train
010,20081101040025,65,39.144729,117.201786,2008-11-01 04:01:37,train
010,20081101040025,66,39.144765,117.201908,2008-11-01 04:01:38,train
010,20081101040025,67,39.144843,117.202151,2008-11-01 04:01:40,train
010,20081101040025,68,39.144888,117.202265,2008-11-01 04:01:41,train
010,20081101040025,69,39.144926,117.202381,2008-11-01 04:01:42,train
010,20081101040025,70,39.144968,117.202509,2008-11-01 04:01:43,train
010,20081101040025,71,39.14501,117.202639,2008-11-01 04:01:44,train
010,20081101040025,72,39.145053,117.202763,2008-11-01 04:01:45,train
010,20081101040025,73,39.145098,117.202891,2008-11-01 04:01:46,train
010,20081101040025,74,39.14514,117.203023,2008-11-01 04:01:47,train
010,20081101040025,75,39.145186,117.203149,2008-11-01 04:01:48,train
010,20081101040025,76,39.145271,117.203411,2008-11-01 04:01:50,train
010,20081101040025,77,39.145313,117.203543,2008-11-01 04:01:51,train
010,20081101040025,78,39.145353,117.203681,2008-11-01 04:01:52,train
010,20081101040025,79,39.145396,117.203823,2008-11-01 04:01:53,train
010,20081101040025,80,39.145438,117.203965,2008-11-01 04:01:54,train
010,20081101040025,81,39.145485,117.204114,2008-11-01 04:01:55,train
010,20081101040025,82,39.145528,117.204271,2008-11-01 04:01:56,train
010,20081101040025,83,39.145581,117.204438,2008-11-01 04:01:57,train
010,20081101040025,84,39.145631,117.204601,2008-11-01 04:01:58,train
010,20081101040025,85,39.145739,117.204946,2008-11-01 04:02:00,train
010,20081101040025,86,39.145793,117.205126,2008-11-01 04:02:01,train
010,20081101040025,87,39.145848,117.205316,2008-11-01 04:02:02,train
010,20081101040025,88,39.145903,117.205505,2008-11-01 04:02:03,train
010,20081101040025,89,39.145958,117.205694,2008-11-01 04:02:04,train
010,20081101040025,90,39.146023,117.205885,2008-11-01 04:02:05,train
010,20081101040025,91,39.146085,117.206078,2008-11-01 04:02:06,train
010,20081101040025,92,39.146151,117.206274,2008-11-01 04:02:07,train
010,20081101040025,93,39.146221,117.206476,2008-11-01 04:02:08,train
